run_name,run_dir,model,attack,defense,seed,semantic_order,objective_mode,target_class,attack_roi,prediction_count,images_with_detections,total_detections,avg_confidence,validation_status,precision,recall,mAP50,mAP50-95
tune_atk_square_best,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_atk_square_best,yolo,square,none,42,attack_then_defense,,,,8,7,12,0.7082261840502421,missing,,,,
tune_def_c_dog__sharpen_alpha0.35__timestep25_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_c_dog__sharpen_alpha0.35__timestep25_vs_deepfool,yolo,deepfool,c_dog,42,attack_then_defense,untargeted_conf_suppression,,,16,10,12,0.8106009612480799,missing,,,,
tune_def_c_dog__sharpen_alpha0.35__timestep25_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_c_dog__sharpen_alpha0.35__timestep25_vs_square,yolo,square,c_dog,42,attack_then_defense,,,,8,8,18,0.7156784600681729,missing,,,,
tune_def_c_dog__sharpen_alpha0.55__timestep10_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_c_dog__sharpen_alpha0.55__timestep10_vs_deepfool,yolo,deepfool,c_dog,42,attack_then_defense,untargeted_conf_suppression,,,16,9,12,0.7937947462002436,missing,,,,
tune_def_c_dog__sharpen_alpha0.55__timestep10_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_c_dog__sharpen_alpha0.55__timestep10_vs_square,yolo,square,c_dog,42,attack_then_defense,,,,8,8,17,0.7403144801364225,missing,,,,
tune_def_c_dog__sharpen_alpha0.55__timestep25_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_c_dog__sharpen_alpha0.55__timestep25_vs_deepfool,yolo,deepfool,c_dog,42,attack_then_defense,untargeted_conf_suppression,,,16,9,11,0.8279787193645131,missing,,,,
tune_def_c_dog__sharpen_alpha0.55__timestep25_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_c_dog__sharpen_alpha0.55__timestep25_vs_square,yolo,square,c_dog,42,attack_then_defense,,,,8,8,17,0.7387624943957609,missing,,,,
tune_def_c_dog__sharpen_alpha0.55__timestep40_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_c_dog__sharpen_alpha0.55__timestep40_vs_deepfool,yolo,deepfool,c_dog,42,attack_then_defense,untargeted_conf_suppression,,,16,9,12,0.8066839923461279,missing,,,,
tune_def_c_dog__sharpen_alpha0.55__timestep40_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_c_dog__sharpen_alpha0.55__timestep40_vs_square,yolo,square,c_dog,42,attack_then_defense,,,,8,8,17,0.7355571564506082,missing,,,,
tune_def_c_dog__sharpen_alpha0.7__timestep25_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_c_dog__sharpen_alpha0.7__timestep25_vs_deepfool,yolo,deepfool,c_dog,42,attack_then_defense,untargeted_conf_suppression,,,16,9,10,0.8450222492218018,missing,,,,
tune_def_c_dog__sharpen_alpha0.7__timestep25_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_c_dog__sharpen_alpha0.7__timestep25_vs_square,yolo,square,c_dog,42,attack_then_defense,,,,8,8,16,0.7379368767142296,missing,,,,
tune_def_jpeg_preprocess__quality40_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_jpeg_preprocess__quality40_vs_deepfool,yolo,deepfool,jpeg_preprocess,42,attack_then_defense,untargeted_conf_suppression,,,16,13,24,0.7667948827147484,missing,,,,
tune_def_jpeg_preprocess__quality40_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_jpeg_preprocess__quality40_vs_square,yolo,square,jpeg_preprocess,42,attack_then_defense,,,,8,8,13,0.7866555085548987,missing,,,,
tune_def_jpeg_preprocess__quality55_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_jpeg_preprocess__quality55_vs_deepfool,yolo,deepfool,jpeg_preprocess,42,attack_then_defense,untargeted_conf_suppression,,,16,13,26,0.7321587548806117,missing,,,,
tune_def_jpeg_preprocess__quality55_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_jpeg_preprocess__quality55_vs_square,yolo,square,jpeg_preprocess,42,attack_then_defense,,,,8,8,15,0.7643140474955241,missing,,,,
tune_def_median_preprocess__kernel_size3_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_median_preprocess__kernel_size3_vs_deepfool,yolo,deepfool,median_preprocess,42,attack_then_defense,untargeted_conf_suppression,,,16,12,23,0.7482590519863627,missing,,,,
tune_def_median_preprocess__kernel_size3_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_median_preprocess__kernel_size3_vs_square,yolo,square,median_preprocess,42,attack_then_defense,,,,8,7,13,0.746359646320343,missing,,,,
tune_def_median_preprocess__kernel_size5_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_median_preprocess__kernel_size5_vs_deepfool,yolo,deepfool,median_preprocess,42,attack_then_defense,untargeted_conf_suppression,,,16,15,28,0.7535175659826824,missing,,,,
tune_def_median_preprocess__kernel_size5_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_median_preprocess__kernel_size5_vs_square,yolo,square,median_preprocess,42,attack_then_defense,,,,8,8,12,0.7437560111284256,missing,,,,
tune_def_median_preprocess__kernel_size7_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_median_preprocess__kernel_size7_vs_deepfool,yolo,deepfool,median_preprocess,42,attack_then_defense,untargeted_conf_suppression,,,16,16,36,0.7239960961871676,missing,,,,
tune_def_median_preprocess__kernel_size7_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/tune_def_median_preprocess__kernel_size7_vs_square,yolo,square,median_preprocess,42,attack_then_defense,,,,8,7,12,0.7069762994845709,missing,,,,
validate_atk_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_atk_deepfool,yolo,deepfool,none,42,attack_then_defense,untargeted_conf_suppression,,,500,207,260,0.7561992535224328,complete,0.5318993803174947,0.1857739750543085,0.21841389286273205,0.15188651425180733
validate_atk_dispersion_reduction,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_atk_dispersion_reduction,yolo,dispersion_reduction,none,42,attack_then_defense,,,,50,30,42,0.6760606226466951,complete,0.614765795886488,0.17153006918152092,0.2380632357706649,0.16508245231565782
validate_atk_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_atk_square,yolo,square,none,42,attack_then_defense,,,,50,39,95,0.7195091617734809,complete,0.6425861768612111,0.29625724181526697,0.3629857701101147,0.24782491861326733
validate_baseline,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_baseline,yolo,none,none,42,attack_then_defense,,,,500,466,1437,0.7647722675805301,complete,0.7134261496087755,0.5369307233682217,0.6001591766396535,0.4391872274604919
validate_deepfool_c_dog,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_deepfool_c_dog,yolo,deepfool,c_dog,42,attack_then_defense,untargeted_conf_suppression,,,500,218,279,0.7583666044324102,complete,0.52779335111096,0.1884961585793085,0.223768894479813,0.15631368030455495
validate_deepfool_jpeg_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_deepfool_jpeg_preprocess,yolo,deepfool,jpeg_preprocess,42,attack_then_defense,untargeted_conf_suppression,,,500,335,517,0.7631828248846693,complete,0.5393755929893,0.2708065029031545,0.3175035345121896,0.2261283302574335
validate_deepfool_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_deepfool_median_preprocess,yolo,deepfool,median_preprocess,42,attack_then_defense,untargeted_conf_suppression,,,500,369,630,0.7671657293561905,complete,0.5247939141218168,0.33652275163686934,0.36556840216216724,0.25883346081639774
validate_dispersion_reduction_c_dog,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_dispersion_reduction_c_dog,yolo,dispersion_reduction,c_dog,42,attack_then_defense,,,,50,26,39,0.6955995529125898,complete,0.7076924998213255,0.17244626723563172,0.23064489224436716,0.16183222723487925
validate_dispersion_reduction_jpeg_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_dispersion_reduction_jpeg_preprocess,yolo,dispersion_reduction,jpeg_preprocess,42,attack_then_defense,,,,50,25,47,0.6940365890239147,complete,0.6524572744235696,0.1564371567064239,0.2039960208451516,0.15423657760803264
validate_dispersion_reduction_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_dispersion_reduction_median_preprocess,yolo,dispersion_reduction,median_preprocess,42,attack_then_defense,,,,50,33,57,0.7269579088478758,complete,0.5740369670042663,0.2762494119189457,0.30822923764674826,0.21023739545505166
validate_square_c_dog,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_square_c_dog,yolo,square,c_dog,42,attack_then_defense,,,,50,37,88,0.7269836420362646,complete,0.5684600621326187,0.3034679715665471,0.3502678344092048,0.23981262272822557
validate_square_jpeg_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_square_jpeg_preprocess,yolo,square,jpeg_preprocess,42,attack_then_defense,,,,50,34,72,0.7320148067341911,complete,0.570494382947903,0.2606762474804197,0.324677580913782,0.2216846555934516
validate_square_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260406_054944/validate_square_median_preprocess,yolo,square,median_preprocess,42,attack_then_defense,,,,50,32,52,0.7054673055043588,complete,0.6241795835464862,0.21429370697114464,0.27676178423210057,0.18927582106016116
