run_name,run_dir,model,attack,defense,seed,objective_mode,target_class,attack_roi,prediction_count,images_with_detections,total_detections,avg_confidence,validation_status,precision,recall,mAP50,mAP50-95
tune_atk_gaussian_blur_001,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_atk_gaussian_blur_001,yolo,gaussian_blur,none,42,,,,32,24,49,0.7163326934892305,missing,,,,
tune_atk_gaussian_blur_002,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_atk_gaussian_blur_002,yolo,gaussian_blur,none,42,,,,32,19,34,0.7318903698640711,missing,,,,
tune_atk_gaussian_blur_003,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_atk_gaussian_blur_003,yolo,gaussian_blur,none,42,,,,32,24,57,0.72598958224581,missing,,,,
tune_atk_gaussian_blur_best,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_atk_gaussian_blur_best,yolo,gaussian_blur,none,42,,,,32,24,49,0.7163326934892305,missing,,,,
tune_atk_pgd_001,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_atk_pgd_001,yolo,pgd,none,42,untargeted_conf_suppression,,,32,31,99,0.73854830048301,missing,,,,
tune_atk_pgd_002,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_atk_pgd_002,yolo,pgd,none,42,untargeted_conf_suppression,,,32,28,92,0.757013333880383,missing,,,,
tune_atk_pgd_003,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_atk_pgd_003,yolo,pgd,none,42,untargeted_conf_suppression,,,32,30,101,0.7475327914304072,missing,,,,
tune_atk_pgd_004,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_atk_pgd_004,yolo,pgd,none,42,untargeted_conf_suppression,,,32,31,95,0.748158828208321,missing,,,,
tune_def_confidence_filter_001,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_def_confidence_filter_001,yolo,gaussian_blur,confidence_filter,42,,,,32,8,8,0.9375094845890999,missing,,,,
tune_def_confidence_filter_002,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_def_confidence_filter_002,yolo,gaussian_blur,confidence_filter,42,,,,32,21,34,0.8766390190405005,missing,,,,
tune_def_median_preprocess_001,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_def_median_preprocess_001,yolo,gaussian_blur,median_preprocess,42,,,,32,29,68,0.7464292303604239,missing,,,,
tune_def_median_preprocess_002,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_def_median_preprocess_002,yolo,gaussian_blur,median_preprocess,42,,,,32,26,60,0.7437992721796036,missing,,,,
tune_def_median_preprocess_003,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/tune_def_median_preprocess_003,yolo,gaussian_blur,median_preprocess,42,,,,32,30,74,0.7380997385527637,missing,,,,
validate_atk_blur,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/validate_atk_blur,yolo,blur,none,42,,,,500,350,640,0.746514024399221,complete,0.4427804800963172,0.3075953207228741,0.3159871188860542,0.21436241747927573
validate_atk_gaussian_blur,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/validate_atk_gaussian_blur,yolo,gaussian_blur,none,42,,,,500,350,640,0.746514024399221,complete,0.4427804800963172,0.3075953207228741,0.3159871188860542,0.21436241747927573
validate_atk_pgd,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/validate_atk_pgd,yolo,pgd,none,42,untargeted_conf_suppression,,,500,449,1269,0.7674690972077179,complete,0.7094053939263801,0.4751629537359761,0.5511394762563349,0.39786929793238957
validate_baseline,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/validate_baseline,yolo,none,none,42,,,,500,466,1437,0.7647722675805301,complete,0.7134261496087755,0.5369307233682217,0.6001591766396535,0.4391872274604919
validate_blur_confidence_filter,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/validate_blur_confidence_filter,yolo,blur,confidence_filter,42,,,,500,89,97,0.9231124575605097,complete,0.4427804800963172,0.3075953207228741,0.3159871188860542,0.21436241747927573
validate_blur_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/validate_blur_median_preprocess,yolo,blur,median_preprocess,42,,,,500,334,595,0.7390141365908774,complete,0.41944089406224944,0.25627533558488724,0.2724186584224304,0.18516046777795123
validate_gaussian_blur_confidence_filter,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/validate_gaussian_blur_confidence_filter,yolo,gaussian_blur,confidence_filter,42,,,,500,89,97,0.9231124575605097,complete,0.4427804800963172,0.3075953207228741,0.3159871188860542,0.21436241747927573
validate_gaussian_blur_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/validate_gaussian_blur_median_preprocess,yolo,gaussian_blur,median_preprocess,42,,,,500,334,595,0.7390141365908774,complete,0.41944089406224944,0.25627533558488724,0.2724186584224304,0.18516046777795123
validate_pgd_confidence_filter,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/validate_pgd_confidence_filter,yolo,pgd,confidence_filter,42,untargeted_conf_suppression,,,500,205,268,0.9277069032637041,complete,0.7094053939263801,0.4751629537359761,0.5511394762563349,0.39786929793238957
validate_pgd_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260323_154325/validate_pgd_median_preprocess,yolo,pgd,median_preprocess,42,untargeted_conf_suppression,,,500,415,967,0.7563104547537101,complete,0.5233599052808952,0.3472282253437844,0.3853972539620828,0.27034499742417256
