run_name,run_dir,model,attack,defense,seed,semantic_order,run_role,dataset_scope,authority,source_phase,pipeline_profile,authoritative_metric,profile_compatibility_status,objective_mode,target_class,attack_roi,attack_artifact,placement_mode,prediction_count,images_with_detections,total_detections,avg_confidence,validation_status,precision,recall,mAP50,mAP50-95
tune_def_median_preprocess__kernel_size5_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/tune_def_median_preprocess__kernel_size5_vs_square,yolo,square,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,yolo11n_lab_v1,mAP50,canonical,,,,,,8,8,14,0.7620576066630227,missing,,,,
tune_def_median_preprocess_scan__kernel_size17_vs_dispersion_reduction,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/tune_def_median_preprocess_scan__kernel_size17_vs_dispersion_reduction,yolo,dispersion_reduction,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,yolo11n_lab_v1,mAP50,canonical,,,,,,12,8,17,0.7271994843202478,missing,,,,
tune_def_median_preprocess_scan__kernel_size17_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/tune_def_median_preprocess_scan__kernel_size17_vs_square,yolo,square,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,yolo11n_lab_v1,mAP50,canonical,,,,,,8,5,7,0.7368290764944894,missing,,,,
tune_def_median_preprocess_scan__kernel_size31_vs_dispersion_reduction,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/tune_def_median_preprocess_scan__kernel_size31_vs_dispersion_reduction,yolo,dispersion_reduction,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,yolo11n_lab_v1,mAP50,canonical,,,,,,12,4,6,0.7542296946048737,missing,,,,
tune_def_median_preprocess_scan__kernel_size31_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/tune_def_median_preprocess_scan__kernel_size31_vs_square,yolo,square,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,yolo11n_lab_v1,mAP50,canonical,,,,,,8,2,2,0.7937758564949036,missing,,,,
tune_def_median_preprocess_scan__kernel_size3_vs_dispersion_reduction,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/tune_def_median_preprocess_scan__kernel_size3_vs_dispersion_reduction,yolo,dispersion_reduction,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,yolo11n_lab_v1,mAP50,canonical,,,,,,12,11,31,0.7684560360447052,missing,,,,
tune_def_median_preprocess_scan__kernel_size3_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/tune_def_median_preprocess_scan__kernel_size3_vs_square,yolo,square,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,yolo11n_lab_v1,mAP50,canonical,,,,,,8,8,17,0.7568522902096019,missing,,,,
validate_atk_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_atk_deepfool,yolo,deepfool,none,42,attack_then_defense,attack_only,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,untargeted_conf_suppression,,,,,50,0,0,,complete,0.02431998750655562,0.07608421737186521,0.036291718235663406,0.017836509279085273
validate_atk_dispersion_reduction,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_atk_dispersion_reduction,yolo,dispersion_reduction,none,42,attack_then_defense,attack_only,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,,,,,,50,14,17,0.7122330385095933,complete,0.588535100360218,0.14174374124676878,0.17251832062484712,0.11803487129965883
validate_atk_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_atk_square,yolo,square,none,42,attack_then_defense,attack_only,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,,,,,,50,35,95,0.7012788973356548,complete,0.5961223079309992,0.30149661215462864,0.3991189634187898,0.2780700849256147
validate_baseline,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_baseline,yolo,none,none,42,attack_then_defense,baseline,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,,,,,,500,470,1576,0.7498274615724679,complete,0.664300827661137,0.5294123799488306,0.5764839855814141,0.4221666661430679
validate_deepfool_bit_depth,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_deepfool_bit_depth,yolo,deepfool,bit_depth,42,attack_then_defense,defended,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,untargeted_conf_suppression,,,,,50,0,0,,complete,0.024244647007758666,0.07608421737186521,0.03587283431337597,0.01680094219862612
validate_deepfool_jpeg_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_deepfool_jpeg_preprocess,yolo,deepfool,jpeg_preprocess,42,attack_then_defense,defended,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,untargeted_conf_suppression,,,,,50,0,0,,complete,0.02005316469731962,0.059490035090571616,0.030391048322405627,0.015831133397543266
validate_deepfool_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_deepfool_median_preprocess,yolo,deepfool,median_preprocess,42,attack_then_defense,defended,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,untargeted_conf_suppression,,,,,50,0,0,,complete,0.880092942281253,0.012673251229524854,0.02475353472577064,0.01994235369064247
validate_dispersion_reduction_bit_depth,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_dispersion_reduction_bit_depth,yolo,dispersion_reduction,bit_depth,42,attack_then_defense,defended,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,,,,,,50,16,22,0.689784356138923,complete,0.569429961681699,0.14810088748972292,0.18578528183214255,0.13036336199445608
validate_dispersion_reduction_jpeg_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_dispersion_reduction_jpeg_preprocess,yolo,dispersion_reduction,jpeg_preprocess,42,attack_then_defense,defended,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,,,,,,50,18,29,0.6890745943990247,complete,0.5811321416369721,0.1299434429653952,0.1679327171016293,0.1126540724401932
validate_dispersion_reduction_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_dispersion_reduction_median_preprocess,yolo,dispersion_reduction,median_preprocess,42,attack_then_defense,defended,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,,,,,,50,32,54,0.6940185847105803,complete,0.6023824602064202,0.26101275898264326,0.2891933538050565,0.20504088313698976
validate_square_bit_depth,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_square_bit_depth,yolo,square,bit_depth,42,attack_then_defense,defended,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,,,,,,50,38,97,0.6980783484645725,complete,0.6102356423519271,0.2923315363061465,0.40134473571743434,0.2765124135628979
validate_square_jpeg_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_square_jpeg_preprocess,yolo,square,jpeg_preprocess,42,attack_then_defense,defended,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,,,,,,50,34,77,0.6938675146598321,complete,0.6079529542255337,0.253941011129942,0.3108549878967497,0.22082977114877528
validate_square_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260430_135845/validate_square_median_preprocess,yolo,square,median_preprocess,42,attack_then_defense,defended,full,authoritative,phase4,yolo11n_lab_v1,mAP50,canonical,,,,,,50,33,109,0.6603103427711977,complete,0.518251238531689,0.24890570594502662,0.327955596042218,0.23327714197650254
