run_name,run_dir,model,attack,defense,seed,semantic_order,run_role,dataset_scope,authority,source_phase,objective_mode,target_class,attack_roi,prediction_count,images_with_detections,total_detections,avg_confidence,validation_status,precision,recall,mAP50,mAP50-95
tune_def_c_dog_scan__sharpen_alpha0__timestep50_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_c_dog_scan__sharpen_alpha0__timestep50_vs_deepfool,yolo,deepfool,c_dog,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,12,15,0.7776823083559672,missing,,,,
tune_def_c_dog_scan__sharpen_alpha0__timestep50_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_c_dog_scan__sharpen_alpha0__timestep50_vs_square,yolo,square,c_dog,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,8,17,0.7411450498244342,missing,,,,
tune_def_c_dog_scan__sharpen_alpha0__timestep90_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_c_dog_scan__sharpen_alpha0__timestep90_vs_deepfool,yolo,deepfool,c_dog,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,11,16,0.7462854459881783,missing,,,,
tune_def_c_dog_scan__sharpen_alpha0__timestep90_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_c_dog_scan__sharpen_alpha0__timestep90_vs_square,yolo,square,c_dog,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,8,16,0.7447669617831707,missing,,,,
tune_def_jpeg_preprocess__quality40_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_jpeg_preprocess__quality40_vs_deepfool,yolo,deepfool,jpeg_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,13,24,0.7667948827147484,missing,,,,
tune_def_jpeg_preprocess__quality40_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_jpeg_preprocess__quality40_vs_square,yolo,square,jpeg_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,8,13,0.7866555085548987,missing,,,,
tune_def_jpeg_preprocess__quality55_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_jpeg_preprocess__quality55_vs_deepfool,yolo,deepfool,jpeg_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,13,26,0.7321587548806117,missing,,,,
tune_def_jpeg_preprocess__quality55_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_jpeg_preprocess__quality55_vs_square,yolo,square,jpeg_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,8,15,0.7643140474955241,missing,,,,
tune_def_jpeg_preprocess_scan__quality40_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_jpeg_preprocess_scan__quality40_vs_deepfool,yolo,deepfool,jpeg_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,13,24,0.7667948827147484,missing,,,,
tune_def_jpeg_preprocess_scan__quality40_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_jpeg_preprocess_scan__quality40_vs_square,yolo,square,jpeg_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,8,13,0.7866555085548987,missing,,,,
tune_def_jpeg_preprocess_scan__quality68_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_jpeg_preprocess_scan__quality68_vs_deepfool,yolo,deepfool,jpeg_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,12,23,0.7480091271193131,missing,,,,
tune_def_jpeg_preprocess_scan__quality68_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_jpeg_preprocess_scan__quality68_vs_square,yolo,square,jpeg_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,7,15,0.739885401725769,missing,,,,
tune_def_jpeg_preprocess_scan__quality95_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_jpeg_preprocess_scan__quality95_vs_deepfool,yolo,deepfool,jpeg_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,10,14,0.7543742145810809,missing,,,,
tune_def_jpeg_preprocess_scan__quality95_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_jpeg_preprocess_scan__quality95_vs_square,yolo,square,jpeg_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,8,19,0.7194140867183083,missing,,,,
tune_def_median_preprocess__kernel_size3_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess__kernel_size3_vs_deepfool,yolo,deepfool,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,12,23,0.7482590519863627,missing,,,,
tune_def_median_preprocess__kernel_size3_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess__kernel_size3_vs_square,yolo,square,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,7,13,0.746359646320343,missing,,,,
tune_def_median_preprocess__kernel_size5_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess__kernel_size5_vs_deepfool,yolo,deepfool,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,15,28,0.7535175659826824,missing,,,,
tune_def_median_preprocess__kernel_size5_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess__kernel_size5_vs_square,yolo,square,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,8,12,0.7437560111284256,missing,,,,
tune_def_median_preprocess__kernel_size7_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess__kernel_size7_vs_deepfool,yolo,deepfool,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,16,36,0.7239960961871676,missing,,,,
tune_def_median_preprocess__kernel_size7_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess__kernel_size7_vs_square,yolo,square,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,7,12,0.7069762994845709,missing,,,,
tune_def_median_preprocess_scan__kernel_size17_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess_scan__kernel_size17_vs_deepfool,yolo,deepfool,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,9,19,0.7071555696035686,missing,,,,
tune_def_median_preprocess_scan__kernel_size17_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess_scan__kernel_size17_vs_square,yolo,square,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,5,6,0.6727760334809622,missing,,,,
tune_def_median_preprocess_scan__kernel_size31_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess_scan__kernel_size31_vs_deepfool,yolo,deepfool,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,6,9,0.6789094739490085,missing,,,,
tune_def_median_preprocess_scan__kernel_size31_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess_scan__kernel_size31_vs_square,yolo,square,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,2,2,0.8561024963855743,missing,,,,
tune_def_median_preprocess_scan__kernel_size3_vs_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess_scan__kernel_size3_vs_deepfool,yolo,deepfool,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,untargeted_conf_suppression,,,16,12,23,0.7482590519863627,missing,,,,
tune_def_median_preprocess_scan__kernel_size3_vs_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/tune_def_median_preprocess_scan__kernel_size3_vs_square,yolo,square,median_preprocess,42,attack_then_defense,tune,tune,diagnostic,phase3,,,,8,7,13,0.746359646320343,missing,,,,
validate_atk_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_atk_deepfool,yolo,deepfool,none,42,attack_then_defense,attack_only,full,authoritative,phase4,untargeted_conf_suppression,,,500,202,268,0.7548949544999137,complete,0.502601119105633,0.20372243457824799,0.24215739469243813,0.1628700240100245
validate_atk_dispersion_reduction,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_atk_dispersion_reduction,yolo,dispersion_reduction,none,42,attack_then_defense,attack_only,full,authoritative,phase4,,,,50,30,42,0.6760606226466951,complete,0.614765795886488,0.17153006918152092,0.2380632357706649,0.16508245231565782
validate_atk_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_atk_square,yolo,square,none,42,attack_then_defense,attack_only,full,authoritative,phase4,,,,50,39,95,0.7195091617734809,complete,0.6425861768612111,0.29625724181526697,0.3629857701101147,0.24782491861326733
validate_baseline,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_baseline,yolo,none,none,42,attack_then_defense,baseline,full,authoritative,phase4,,,,500,466,1437,0.7647722675805301,complete,0.7134261496087755,0.5369307233682217,0.6001591766396535,0.4391872274604919
validate_dispersion_reduction_bit_depth,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_dispersion_reduction_bit_depth,yolo,dispersion_reduction,bit_depth,42,attack_then_defense,defended,full,authoritative,phase4,,,,50,29,44,0.7142417119307951,complete,0.5588350103679374,0.2034773161974981,0.24160587385285673,0.17050450348379764
validate_dispersion_reduction_c_dog,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_dispersion_reduction_c_dog,yolo,dispersion_reduction,c_dog,42,attack_then_defense,defended,full,authoritative,phase4,,,,50,29,46,0.7108124546382738,complete,0.6869702591441814,0.20133145039616965,0.2217723568891058,0.16047813732853575
validate_dispersion_reduction_jpeg_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_dispersion_reduction_jpeg_preprocess,yolo,dispersion_reduction,jpeg_preprocess,42,attack_then_defense,defended,full,authoritative,phase4,,,,50,25,48,0.7027295405666033,complete,0.6721199798885393,0.18388533322384065,0.2076038649740338,0.15229638064117
validate_dispersion_reduction_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_dispersion_reduction_median_preprocess,yolo,dispersion_reduction,median_preprocess,42,attack_then_defense,defended,full,authoritative,phase4,,,,50,33,60,0.7399197826782863,complete,0.5518024796200888,0.26838912710634283,0.304186980225938,0.2134730466105193
validate_square_bit_depth,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_square_bit_depth,yolo,square,bit_depth,42,attack_then_defense,defended,full,authoritative,phase4,,,,50,37,85,0.7242525486385121,complete,0.6249329326124664,0.264448645181232,0.30264269080841216,0.22876567302634432
validate_square_c_dog,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_square_c_dog,yolo,square,c_dog,42,attack_then_defense,defended,full,authoritative,phase4,,,,50,39,91,0.7375739871800601,complete,0.5090794725751441,0.3739964813651741,0.3942386609526196,0.2668005180222047
validate_square_jpeg_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_square_jpeg_preprocess,yolo,square,jpeg_preprocess,42,attack_then_defense,defended,full,authoritative,phase4,,,,50,34,72,0.7320148067341911,complete,0.570494382947903,0.2606762474804197,0.324677580913782,0.2216846555934516
validate_square_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260407_193440/validate_square_median_preprocess,yolo,square,median_preprocess,42,attack_then_defense,defended,full,authoritative,phase4,,,,50,32,52,0.7054673055043588,complete,0.6241795835464862,0.21429370697114464,0.27676178423210057,0.18927582106016116
