run_name,run_dir,model,attack,defense,seed,objective_mode,target_class,attack_roi,prediction_count,images_with_detections,total_detections,avg_confidence,validation_status,precision,recall,mAP50,mAP50-95
attack_blur,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/attack_blur,yolo,blur,none,42,,,,8,8,16,0.7271771840751171,missing,,,,
attack_deepfool,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/attack_deepfool,yolo,deepfool,none,42,untargeted_conf_suppression,,,8,7,9,0.7549481458134122,missing,,,,
attack_eot_pgd,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/attack_eot_pgd,yolo,eot_pgd,none,42,untargeted_conf_suppression,,,8,8,14,0.795614847115108,missing,,,,
attack_fgsm,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/attack_fgsm,yolo,fgsm,none,42,untargeted_conf_suppression,,,8,8,17,0.7520905627923853,missing,,,,
attack_jpeg_attack,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/attack_jpeg_attack,yolo,jpeg_attack,none,42,,,,8,8,21,0.7484739167349679,missing,,,,
attack_pgd,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/attack_pgd,yolo,pgd,none,42,untargeted_conf_suppression,,,8,8,18,0.7646069924036661,missing,,,,
attack_square,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/attack_square,yolo,square,none,42,,,,8,8,18,0.7183249162303077,missing,,,,
baseline_none,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/baseline_none,yolo,none,none,42,,,,8,8,21,0.7658032888457889,missing,,,,
defended_blur_bit_depth,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_blur_bit_depth,yolo,blur,bit_depth,42,,,,8,8,17,0.6946808310116038,missing,,,,
defended_blur_c_dog,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_blur_c_dog,yolo,blur,c_dog,42,,,,8,8,14,0.7215278191225869,missing,,,,
defended_blur_c_dog_ensemble,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_blur_c_dog_ensemble,yolo,blur,c_dog_ensemble,42,,,,8,8,14,0.7271258703299931,missing,,,,
defended_blur_jpeg_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_blur_jpeg_preprocess,yolo,blur,jpeg_preprocess,42,,,,8,8,17,0.7005997861132902,missing,,,,
defended_blur_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_blur_median_preprocess,yolo,blur,median_preprocess,42,,,,8,8,16,0.7016274966299534,missing,,,,
defended_deepfool_bit_depth,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_deepfool_bit_depth,yolo,deepfool,bit_depth,42,untargeted_conf_suppression,,,8,7,8,0.7955008670687675,missing,,,,
defended_deepfool_c_dog,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_deepfool_c_dog,yolo,deepfool,c_dog,42,untargeted_conf_suppression,,,8,5,5,0.7527940273284912,missing,,,,
defended_deepfool_c_dog_ensemble,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_deepfool_c_dog_ensemble,yolo,deepfool,c_dog_ensemble,42,untargeted_conf_suppression,,,8,3,3,0.8317590157190958,missing,,,,
defended_deepfool_jpeg_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_deepfool_jpeg_preprocess,yolo,deepfool,jpeg_preprocess,42,untargeted_conf_suppression,,,8,5,5,0.8412075757980346,missing,,,,
defended_deepfool_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_deepfool_median_preprocess,yolo,deepfool,median_preprocess,42,untargeted_conf_suppression,,,8,6,6,0.783487876256307,missing,,,,
defended_eot_pgd_bit_depth,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_eot_pgd_bit_depth,yolo,eot_pgd,bit_depth,42,untargeted_conf_suppression,,,8,7,11,0.8552254221656106,missing,,,,
defended_eot_pgd_c_dog,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_eot_pgd_c_dog,yolo,eot_pgd,c_dog,42,untargeted_conf_suppression,,,8,8,11,0.732385749166662,missing,,,,
defended_eot_pgd_c_dog_ensemble,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_eot_pgd_c_dog_ensemble,yolo,eot_pgd,c_dog_ensemble,42,untargeted_conf_suppression,,,8,6,6,0.7942102750142416,missing,,,,
defended_eot_pgd_jpeg_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_eot_pgd_jpeg_preprocess,yolo,eot_pgd,jpeg_preprocess,42,untargeted_conf_suppression,,,8,7,14,0.7865890647683825,missing,,,,
defended_eot_pgd_median_preprocess,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/defended_eot_pgd_median_preprocess,yolo,eot_pgd,median_preprocess,42,untargeted_conf_suppression,,,8,7,10,0.8200460255146027,missing,,,,
tune_atk_blur_001,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_blur_001,yolo,blur,none,42,,,,8,5,6,0.7259889543056488,missing,,,,
tune_atk_blur_002,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_blur_002,yolo,blur,none,42,,,,8,5,5,0.7626296401023864,missing,,,,
tune_atk_blur_003,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_blur_003,yolo,blur,none,42,,,,8,8,11,0.7239191586321051,missing,,,,
tune_atk_deepfool_001,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_deepfool_001,yolo,deepfool,none,42,untargeted_conf_suppression,,,8,6,7,0.7701365692274911,missing,,,,
tune_atk_deepfool_002,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_deepfool_002,yolo,deepfool,none,42,untargeted_conf_suppression,,,8,6,6,0.8441576858361562,missing,,,,
tune_atk_deepfool_003,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_deepfool_003,yolo,deepfool,none,42,untargeted_conf_suppression,,,8,7,9,0.7549481458134122,missing,,,,
tune_atk_deepfool_004,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_deepfool_004,yolo,deepfool,none,42,untargeted_conf_suppression,,,8,6,7,0.7729748742921012,missing,,,,
tune_atk_deepfool_005,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_deepfool_005,yolo,deepfool,none,42,untargeted_conf_suppression,,,8,6,8,0.7346398681402206,missing,,,,
tune_atk_deepfool_best,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_deepfool_best,yolo,deepfool,none,42,untargeted_conf_suppression,,,8,6,7,0.7701365692274911,missing,,,,
tune_atk_eot_pgd_001,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_eot_pgd_001,yolo,eot_pgd,none,42,untargeted_conf_suppression,,,8,6,8,0.7955447435379028,missing,,,,
tune_atk_eot_pgd_002,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_eot_pgd_002,yolo,eot_pgd,none,42,untargeted_conf_suppression,,,8,6,9,0.8046423395474752,missing,,,,
tune_atk_eot_pgd_003,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_eot_pgd_003,yolo,eot_pgd,none,42,untargeted_conf_suppression,,,8,6,6,0.8672713836034139,missing,,,,
tune_atk_eot_pgd_004,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_atk_eot_pgd_004,yolo,eot_pgd,none,42,untargeted_conf_suppression,,,8,6,8,0.7953547537326813,missing,,,,
tune_def_bit_depth_001,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_def_bit_depth_001,yolo,deepfool,bit_depth,42,untargeted_conf_suppression,,,8,7,8,0.7955008670687675,missing,,,,
tune_def_bit_depth_002,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_def_bit_depth_002,yolo,deepfool,bit_depth,42,untargeted_conf_suppression,,,8,6,6,0.830067495505015,missing,,,,
tune_def_bit_depth_003,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_def_bit_depth_003,yolo,deepfool,bit_depth,42,untargeted_conf_suppression,,,8,7,7,0.7797583341598511,missing,,,,
tune_def_jpeg_preprocess_001,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_def_jpeg_preprocess_001,yolo,deepfool,jpeg_preprocess,42,untargeted_conf_suppression,,,8,7,8,0.7779199406504631,missing,,,,
tune_def_jpeg_preprocess_002,/home/lurch/YOLO-Bad-Triangle/outputs/framework_runs/cycle_20260326_172309/tune_def_jpeg_preprocess_002,yolo,deepfool,jpeg_preprocess,42,untargeted_conf_suppression,,,8,5,5,0.8412075757980346,missing,,,,
